 ,Area,Mean,Min,Max,SUM_Nup133_TET_01_R3D_D3D.tifnuclei_GCN4.csv
20,1.675,22072.554,16279,36380,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
21,1.638,24829.667,15287,65008,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
22,3.729,32261.010,13116,76382,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
23,1.671,23696.442,14009,62402,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
24,1.381,20187.161,13495,38431,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
25,0.621,43477.878,26180,68981,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
26,1.780,43816.882,24348,69552,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
27,1.743,14331.390,9900,23975,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
28,1.848,21561.841,14472,43120,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
29,3.053,24257.924,13013,42144,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
30,1.814,21901.755,12193,38816,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
31,0.558,30008.414,17077,67037,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
32,1.360,22773.951,14434,43926,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
33,1.965,28375.799,15678,60044,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
34,1.201,20316.101,11059,41344,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
35,2.070,28906.671,16452,60950,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
36,2.049,30019.090,16714,68122,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
37,1.747,28265.536,15536,53671,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
1,3.069,20868.421,14240,39908,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
2,2.616,20700.262,13531,53189,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
3,1.386,17410.612,12821,38883,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
4,1.512,22366.858,14581,42805,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
5,1.642,24818.095,14595,55644,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
6,2.427,19550.919,12662,45708,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
7,1.772,31538.273,13080,59757,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
8,1.193,27107.278,15624,69527,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
9,1.339,45335.401,22887,113374,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
10,1.696,28093.465,15387,47208,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
11,0.932,15812.050,12327,23285,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
12,1.159,20806.105,13130,41124,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
13,2.914,24178.536,14424,54219,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
14,2.645,38966.943,17911,99801,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
15,1.827,19822.949,13993,29533,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
16,2.368,27419.230,16235,61492,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
17,2.511,35072.758,16089,68145,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
18,2.927,24528.600,16081,43356,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
19,2.045,33880.246,19692,76654,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
20,0.697,57316.229,29561,84911,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
21,2.767,64269.941,32540,126408,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
22,1.331,24486.842,14199,37867,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
23,0.869,31151.589,14365,61251,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
24,0.584,35444.554,20717,54777,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
25,2.847,18517.683,9064,41140,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
26,1.696,17257.302,11897,31127,SUM_UBC9_TET_05_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_UBC9_TET_06_R3D_D3D.tifnuclei_GCN4.csv
1,2.112,51935.266,36178,218766,SUM_UBC9_TET_06_R3D_D3D.tifnuclei_GCN4.csv
2,2.192,69642.090,36272,117773,SUM_UBC9_TET_06_R3D_D3D.tifnuclei_GCN4.csv
3,3.699,65111.330,35589,119081,SUM_UBC9_TET_06_R3D_D3D.tifnuclei_GCN4.csv
4,2.389,57318.601,36201,83373,SUM_UBC9_TET_06_R3D_D3D.tifnuclei_GCN4.csv
5,0.928,75358.258,36174,121884,SUM_UBC9_TET_06_R3D_D3D.tifnuclei_GCN4.csv
6,0.962,51097.192,36157,65794,SUM_UBC9_TET_06_R3D_D3D.tifnuclei_GCN4.csv
7,2.259,62683.881,36181,89980,SUM_UBC9_TET_06_R3D_D3D.tifnuclei_GCN4.csv
8,1.142,70530.963,36531,132401,SUM_UBC9_TET_06_R3D_D3D.tifnuclei_GCN4.csv
9,2.154,64595.411,36140,104646,SUM_UBC9_TET_06_R3D_D3D.tifnuclei_GCN4.csv
10,1.083,73502.318,36177,115463,SUM_UBC9_TET_06_R3D_D3D.tifnuclei_GCN4.csv
11,1.764,48179.645,36173,74049,SUM_UBC9_TET_06_R3D_D3D.tifnuclei_GCN4.csv
12,1.717,64185.230,36181,101858,SUM_UBC9_TET_06_R3D_D3D.tifnuclei_GCN4.csv
13,2.184,69745.402,36200,105654,SUM_UBC9_TET_06_R3D_D3D.tifnuclei_GCN4.csv
14,2.200,87672.296,36302,177061,SUM_UBC9_TET_06_R3D_D3D.tifnuclei_GCN4.csv
15,2.280,87884.425,36334,152407,SUM_UBC9_TET_06_R3D_D3D.tifnuclei_GCN4.csv
16,1.545,50693.690,36191,77501,SUM_UBC9_TET_06_R3D_D3D.tifnuclei_GCN4.csv
17,1.852,56343.803,36199,79953,SUM_UBC9_TET_06_R3D_D3D.tifnuclei_GCN4.csv
18,2.016,58953.740,36182,119098,SUM_UBC9_TET_06_R3D_D3D.tifnuclei_GCN4.csv
19,2.259,58061.271,36178,90441,SUM_UBC9_TET_06_R3D_D3D.tifnuclei_GCN4.csv
20,2.024,72702.133,36223,127422,SUM_UBC9_TET_06_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
1,1.856,9623.541,6297,21975,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
2,1.121,11909.191,6346,21735,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
3,1.272,14865.116,7765,36900,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
4,2.100,12985.116,7686,25569,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
5,1.008,10312.204,6951,24373,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
6,1.117,9453.605,5327,21454,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
7,2.259,34912.362,17339,74845,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
8,1.419,17449.846,9743,29470,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
9,1.230,6685.662,4860,12738,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
10,1.151,13127.949,7665,26751,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
11,1.172,11394.925,6906,31644,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
12,0.831,18998.429,11909,31842,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
13,2.620,21010.774,11155,46017,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
14,2.007,24987.799,9690,56868,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
15,1.680,24806.090,15737,51735,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
16,1.507,20296.496,10324,57659,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
17,0.651,12458.413,6174,23805,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
18,2.175,9597.448,6195,16370,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
19,1.117,14800.045,8227,27181,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
20,2.356,13396.508,6720,27786,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
21,2.330,15981.105,7244,55127,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
22,2.318,13717.212,9226,24501,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
23,1.965,19750.703,10513,37197,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
24,3.473,12022.158,8942,15362,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
25,2.163,20778.515,9078,38235,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
26,1.444,23361.212,11438,49427,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
27,2.986,17708.695,6754,31477,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
28,2.952,12295.994,8089,21448,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
29,1.684,12729.576,7717,21281,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
30,2.246,16879.897,9490,36462,SUM_UBC9_TET_07_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_UBC9_TET_08_R3D_D3D.tifnuclei_GCN4.csv
1,1.491,15510.375,10492,27581,SUM_UBC9_TET_08_R3D_D3D.tifnuclei_GCN4.csv
2,0.533,6381.110,5142,9526,SUM_UBC9_TET_08_R3D_D3D.tifnuclei_GCN4.csv
3,1.440,14660.548,7853,35686,SUM_UBC9_TET_08_R3D_D3D.tifnuclei_GCN4.csv
4,1.491,14975.862,6721,38987,SUM_UBC9_TET_08_R3D_D3D.tifnuclei_GCN4.csv
5,1.587,16156.188,8656,34581,SUM_UBC9_TET_08_R3D_D3D.tifnuclei_GCN4.csv
6,1.554,9430.105,7219,16803,SUM_UBC9_TET_08_R3D_D3D.tifnuclei_GCN4.csv
7,2.368,9603.562,5659,18687,SUM_UBC9_TET_08_R3D_D3D.tifnuclei_GCN4.csv
8,1.293,8042.123,5660,19758,SUM_UBC9_TET_08_R3D_D3D.tifnuclei_GCN4.csv
9,2.125,19996.494,10681,61302,SUM_UBC9_TET_08_R3D_D3D.tifnuclei_GCN4.csv
10,1.444,12769.945,7379,25363,SUM_UBC9_TET_08_R3D_D3D.tifnuclei_GCN4.csv
11,1.583,12919.525,7287,24591,SUM_UBC9_TET_08_R3D_D3D.tifnuclei_GCN4.csv
12,1.554,12019.165,8209,23133,SUM_UBC9_TET_08_R3D_D3D.tifnuclei_GCN4.csv
13,1.675,14500.088,7419,39403,SUM_UBC9_TET_08_R3D_D3D.tifnuclei_GCN4.csv
14,2.553,9231.360,5878,16540,SUM_UBC9_TET_08_R3D_D3D.tifnuclei_GCN4.csv
15,3.624,9023.100,6349,17216,SUM_UBC9_TET_08_R3D_D3D.tifnuclei_GCN4.csv
16,3.620,22331.440,9799,45187,SUM_UBC9_TET_08_R3D_D3D.tifnuclei_GCN4.csv
17,3.363,21769.963,10423,42216,SUM_UBC9_TET_08_R3D_D3D.tifnuclei_GCN4.csv
18,2.125,11730.374,7601,25691,SUM_UBC9_TET_08_R3D_D3D.tifnuclei_GCN4.csv
19,1.172,16083.323,8002,31959,SUM_UBC9_TET_08_R3D_D3D.tifnuclei_GCN4.csv
20,2.351,10989.648,6594,22024,SUM_UBC9_TET_08_R3D_D3D.tifnuclei_GCN4.csv
21,1.491,21334.180,10062,38827,SUM_UBC9_TET_08_R3D_D3D.tifnuclei_GCN4.csv
22,1.764,19145.398,12009,34076,SUM_UBC9_TET_08_R3D_D3D.tifnuclei_GCN4.csv
23,4.241,7682.329,5717,11192,SUM_UBC9_TET_08_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
1,1.360,11479.941,7170,20727,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
2,1.806,8508.165,5879,14805,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
3,2.280,13066.521,8732,25675,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
4,1.184,11871.248,6271,32782,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
5,2.494,10970.281,4578,22366,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
6,3.443,26363.794,10801,54400,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
7,1.226,12583.116,5666,31223,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
8,2.175,11620.407,6134,27383,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
9,3.414,21606.268,7011,41936,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
10,1.633,14566.000,8451,30940,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
11,4.287,22658.510,8852,41761,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
12,1.272,16711.663,8425,41969,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
13,1.377,10321.134,6259,21872,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
14,0.621,12594.851,8885,24204,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
15,2.414,12078.210,6816,25760,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
16,1.184,9595.142,5673,18037,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
17,0.613,7966.541,4305,15588,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
18,0.974,13703.388,7699,35998,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
19,2.100,12971.166,6751,29457,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
20,1.709,11566.000,7573,22043,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
21,2.204,17866.848,10900,32567,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
22,2.448,18060.202,10379,32608,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
23,1.654,9891.193,5278,21884,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
24,1.743,14356.034,6689,30464,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
25,2.561,9343.430,6051,17069,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
26,3.174,25276.787,8871,113733,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
27,0.655,14833.250,8507,22231,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
28,1.793,14387.323,8149,27764,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
29,2.948,11174.205,7430,39292,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
30,0.533,14001.685,10529,20732,SUM_UBC9_TET_09_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
1,1.444,11914.794,7524,21945,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
2,0.764,11373.725,7750,18281,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
3,2.003,10246.652,6499,19331,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
4,2.452,15259.961,10667,25271,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
5,1.768,14408.055,9749,25821,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
6,3.111,13273.757,6250,28102,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
7,2.948,18142.476,10286,35357,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
8,3.040,20927.704,10420,45591,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
9,1.142,9776.776,6835,16522,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
10,2.603,20959.145,7962,38134,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
11,2.263,17424.998,9659,34695,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
12,2.037,18017.751,8343,40575,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
13,2.091,14392.452,8721,31406,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
14,1.218,8792.824,6300,14379,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
15,1.570,11138.404,6314,24455,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
16,0.999,15583.353,9821,18375,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
17,3.229,19273.117,9906,61003,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
18,1.138,9958.258,6253,23374,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
19,2.524,9088.844,6198,18030,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
20,1.881,15074.761,8499,28106,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
21,1.415,15606.887,7833,28800,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
22,1.004,13310.506,7767,22638,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
23,2.074,11051.287,7053,21071,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
24,2.301,17075.082,9943,44263,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
25,2.330,19965.555,10336,37455,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
26,0.504,12089.983,9329,16775,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
27,0.542,13786.961,9063,32571,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
28,1.764,12855.074,8742,19998,SUM_UBC9_TET_10_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_01_R3D_D3D.tifnuclei_GCN4.csv
1,1.360,4005.701,2753,7952,SUM_UBC9_UN_01_R3D_D3D.tifnuclei_GCN4.csv
2,1.415,9802.629,4619,17341,SUM_UBC9_UN_01_R3D_D3D.tifnuclei_GCN4.csv
3,1.281,4948.551,3065,14278,SUM_UBC9_UN_01_R3D_D3D.tifnuclei_GCN4.csv
4,0.726,5163.035,3141,11929,SUM_UBC9_UN_01_R3D_D3D.tifnuclei_GCN4.csv
5,2.713,5027.118,3326,11334,SUM_UBC9_UN_01_R3D_D3D.tifnuclei_GCN4.csv
6,1.411,3938.682,2988,5261,SUM_UBC9_UN_01_R3D_D3D.tifnuclei_GCN4.csv
7,1.625,6154.119,3497,11058,SUM_UBC9_UN_01_R3D_D3D.tifnuclei_GCN4.csv
8,1.298,5117.262,3475,9541,SUM_UBC9_UN_01_R3D_D3D.tifnuclei_GCN4.csv
9,1.877,5212.859,3336,9087,SUM_UBC9_UN_01_R3D_D3D.tifnuclei_GCN4.csv
10,1.650,7041.941,4256,14343,SUM_UBC9_UN_01_R3D_D3D.tifnuclei_GCN4.csv
11,1.608,4905.478,3340,8561,SUM_UBC9_UN_01_R3D_D3D.tifnuclei_GCN4.csv
12,1.570,4297.412,2539,6640,SUM_UBC9_UN_01_R3D_D3D.tifnuclei_GCN4.csv
13,1.533,4285.899,2889,7542,SUM_UBC9_UN_01_R3D_D3D.tifnuclei_GCN4.csv
14,1.793,6196.550,3199,13385,SUM_UBC9_UN_01_R3D_D3D.tifnuclei_GCN4.csv
15,1.982,15192.585,4266,30016,SUM_UBC9_UN_01_R3D_D3D.tifnuclei_GCN4.csv
16,1.100,4665.576,3273,7180,SUM_UBC9_UN_01_R3D_D3D.tifnuclei_GCN4.csv
17,1.130,4098.691,2520,10232,SUM_UBC9_UN_01_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_02_R3D_D3D.tifnuclei_GCN4.csv
1,1.109,12086.011,6709,37035,SUM_UBC9_UN_02_R3D_D3D.tifnuclei_GCN4.csv
2,2.398,12063.002,7540,20762,SUM_UBC9_UN_02_R3D_D3D.tifnuclei_GCN4.csv
3,1.890,12155.178,7083,22207,SUM_UBC9_UN_02_R3D_D3D.tifnuclei_GCN4.csv
4,1.356,17762.074,9769,34196,SUM_UBC9_UN_02_R3D_D3D.tifnuclei_GCN4.csv
5,1.184,9895.351,7403,15317,SUM_UBC9_UN_02_R3D_D3D.tifnuclei_GCN4.csv
6,2.037,29385.060,14532,56813,SUM_UBC9_UN_02_R3D_D3D.tifnuclei_GCN4.csv
7,1.092,13182.758,8469,24638,SUM_UBC9_UN_02_R3D_D3D.tifnuclei_GCN4.csv
8,0.978,11476.515,8818,15453,SUM_UBC9_UN_02_R3D_D3D.tifnuclei_GCN4.csv
9,1.482,20975.164,10753,51716,SUM_UBC9_UN_02_R3D_D3D.tifnuclei_GCN4.csv
10,1.037,13609.996,7828,28101,SUM_UBC9_UN_02_R3D_D3D.tifnuclei_GCN4.csv
11,1.663,15621.184,10569,36659,SUM_UBC9_UN_02_R3D_D3D.tifnuclei_GCN4.csv
12,2.049,16707.150,8081,35619,SUM_UBC9_UN_02_R3D_D3D.tifnuclei_GCN4.csv
13,1.188,15771.915,8868,33594,SUM_UBC9_UN_02_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_03_R3D_D3D.tifnuclei_GCN4.csv
1,1.684,8963.052,5200,17594,SUM_UBC9_UN_03_R3D_D3D.tifnuclei_GCN4.csv
2,1.507,12508.696,8441,18509,SUM_UBC9_UN_03_R3D_D3D.tifnuclei_GCN4.csv
3,3.351,8816.129,4888,16793,SUM_UBC9_UN_03_R3D_D3D.tifnuclei_GCN4.csv
4,1.591,10024.844,6168,19898,SUM_UBC9_UN_03_R3D_D3D.tifnuclei_GCN4.csv
5,1.486,6451.494,4448,9487,SUM_UBC9_UN_03_R3D_D3D.tifnuclei_GCN4.csv
6,1.386,6125.058,4358,10457,SUM_UBC9_UN_03_R3D_D3D.tifnuclei_GCN4.csv
7,1.222,6397.430,5008,9065,SUM_UBC9_UN_03_R3D_D3D.tifnuclei_GCN4.csv
8,2.209,10475.555,5066,30714,SUM_UBC9_UN_03_R3D_D3D.tifnuclei_GCN4.csv
9,1.654,13795.711,6200,28589,SUM_UBC9_UN_03_R3D_D3D.tifnuclei_GCN4.csv
10,1.302,4749.874,3914,7259,SUM_UBC9_UN_03_R3D_D3D.tifnuclei_GCN4.csv
11,1.743,6819.552,4937,14388,SUM_UBC9_UN_03_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_04_R3D_D3D.tifnuclei_GCN4.csv
1,0.588,12365.850,9588,16920,SUM_UBC9_UN_04_R3D_D3D.tifnuclei_GCN4.csv
2,3.657,12725.816,7956,27033,SUM_UBC9_UN_04_R3D_D3D.tifnuclei_GCN4.csv
3,1.432,9276.663,6347,15347,SUM_UBC9_UN_04_R3D_D3D.tifnuclei_GCN4.csv
4,2.965,20297.105,12537,30625,SUM_UBC9_UN_04_R3D_D3D.tifnuclei_GCN4.csv
5,1.344,11142.144,8091,18430,SUM_UBC9_UN_04_R3D_D3D.tifnuclei_GCN4.csv
6,1.188,8822.343,7097,11275,SUM_UBC9_UN_04_R3D_D3D.tifnuclei_GCN4.csv
7,1.562,14208.763,9578,21859,SUM_UBC9_UN_04_R3D_D3D.tifnuclei_GCN4.csv
8,2.477,10361.853,7714,17439,SUM_UBC9_UN_04_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_05_R3D_D3D.tifnuclei_GCN4.csv
1,1.860,15731.856,10772,28481,SUM_UBC9_UN_05_R3D_D3D.tifnuclei_GCN4.csv
2,2.041,14419.078,9966,21593,SUM_UBC9_UN_05_R3D_D3D.tifnuclei_GCN4.csv
3,1.209,12395.795,10584,16530,SUM_UBC9_UN_05_R3D_D3D.tifnuclei_GCN4.csv
4,1.088,13921.637,11006,19431,SUM_UBC9_UN_05_R3D_D3D.tifnuclei_GCN4.csv
5,2.188,16670.637,10981,30933,SUM_UBC9_UN_05_R3D_D3D.tifnuclei_GCN4.csv
6,1.407,19871.576,12921,28465,SUM_UBC9_UN_05_R3D_D3D.tifnuclei_GCN4.csv
7,1.474,15610.883,11105,23467,SUM_UBC9_UN_05_R3D_D3D.tifnuclei_GCN4.csv
8,2.167,19030.045,12846,42104,SUM_UBC9_UN_05_R3D_D3D.tifnuclei_GCN4.csv
9,2.049,22361.119,14741,47333,SUM_UBC9_UN_05_R3D_D3D.tifnuclei_GCN4.csv
10,1.667,13595.196,11214,18332,SUM_UBC9_UN_05_R3D_D3D.tifnuclei_GCN4.csv
11,1.306,13388.701,10949,18855,SUM_UBC9_UN_05_R3D_D3D.tifnuclei_GCN4.csv
12,1.848,23222.814,16048,47372,SUM_UBC9_UN_05_R3D_D3D.tifnuclei_GCN4.csv
13,1.944,22623.006,15839,40722,SUM_UBC9_UN_05_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_06_R3D_D3D.tifnuclei_GCN4.csv
1,1.050,7081.384,4923,11371,SUM_UBC9_UN_06_R3D_D3D.tifnuclei_GCN4.csv
2,0.957,6726.820,4508,11417,SUM_UBC9_UN_06_R3D_D3D.tifnuclei_GCN4.csv
3,1.235,5002.007,3677,8887,SUM_UBC9_UN_06_R3D_D3D.tifnuclei_GCN4.csv
4,2.364,8010.202,5225,12238,SUM_UBC9_UN_06_R3D_D3D.tifnuclei_GCN4.csv
5,1.457,13817.291,8404,24505,SUM_UBC9_UN_06_R3D_D3D.tifnuclei_GCN4.csv
6,1.386,7684.461,4833,12596,SUM_UBC9_UN_06_R3D_D3D.tifnuclei_GCN4.csv
7,1.075,8390.723,5919,17462,SUM_UBC9_UN_06_R3D_D3D.tifnuclei_GCN4.csv
8,1.348,11286.399,8073,18160,SUM_UBC9_UN_06_R3D_D3D.tifnuclei_GCN4.csv
9,1.528,7691.951,5205,14683,SUM_UBC9_UN_06_R3D_D3D.tifnuclei_GCN4.csv
