 ,Area,Mean,Min,Max,SUM_Nup133_TET_01_R3D_D3D.tifnuclei.csv
8,1.293,40129.552,30059,52267,SUM_UBC9_TET_08_R3D_D3D.tifnuclei.csv
9,2.125,73826.229,29901,115992,SUM_UBC9_TET_08_R3D_D3D.tifnuclei.csv
10,1.444,42574.750,28614,72753,SUM_UBC9_TET_08_R3D_D3D.tifnuclei.csv
11,1.583,46361.162,29891,66293,SUM_UBC9_TET_08_R3D_D3D.tifnuclei.csv
12,1.554,52272.381,30068,84974,SUM_UBC9_TET_08_R3D_D3D.tifnuclei.csv
13,1.675,50746.817,29888,87117,SUM_UBC9_TET_08_R3D_D3D.tifnuclei.csv
14,2.553,56387.049,29924,90599,SUM_UBC9_TET_08_R3D_D3D.tifnuclei.csv
15,3.624,74157.745,29884,163785,SUM_UBC9_TET_08_R3D_D3D.tifnuclei.csv
16,3.620,61145.233,28876,117893,SUM_UBC9_TET_08_R3D_D3D.tifnuclei.csv
17,3.363,42319.009,27146,75594,SUM_UBC9_TET_08_R3D_D3D.tifnuclei.csv
18,2.125,55708.727,29898,84028,SUM_UBC9_TET_08_R3D_D3D.tifnuclei.csv
19,1.172,39650.634,29912,81626,SUM_UBC9_TET_08_R3D_D3D.tifnuclei.csv
20,2.351,68791.741,29910,127046,SUM_UBC9_TET_08_R3D_D3D.tifnuclei.csv
21,1.491,47444.972,29975,81893,SUM_UBC9_TET_08_R3D_D3D.tifnuclei.csv
22,1.764,74159.679,29947,133051,SUM_UBC9_TET_08_R3D_D3D.tifnuclei.csv
23,4.241,43294.358,29890,66257,SUM_UBC9_TET_08_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
1,1.360,29455.670,20176,51091,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
2,1.806,27244.423,20238,42356,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
3,2.280,27774.906,20114,47787,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
4,1.184,34855.862,20223,57415,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
5,2.494,31447.054,20149,49960,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
6,3.443,43179.941,18020,82047,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
7,1.226,51246.103,20252,98407,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
8,2.175,35466.782,20135,50139,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
9,3.414,40469.919,14465,75908,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
10,1.633,33096.545,20239,48386,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
11,4.287,38978.788,19899,61998,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
12,1.272,41035.416,20196,69803,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
13,1.377,42753.335,20117,69986,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
14,0.621,30276.081,20268,50583,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
15,2.414,36851.748,20114,61792,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
16,1.184,30524.879,20146,48569,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
17,0.613,86274.911,20360,206443,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
18,0.974,31565.185,20185,47677,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
19,2.100,37710.294,20184,52803,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
20,1.709,27654.396,20110,48600,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
21,2.204,32176.490,20160,51817,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
22,2.448,44860.477,20153,74627,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
23,1.654,39638.614,20162,90423,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
24,1.743,33279.053,20192,63774,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
25,2.561,29744.451,20117,44808,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
26,3.174,36855.261,20140,93627,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
27,0.655,25970.705,20150,35042,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
28,1.793,33158.897,20162,53163,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
29,2.948,28936.024,20136,50294,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
30,0.533,23760.591,20125,27336,SUM_UBC9_TET_09_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
1,1.444,42989.009,30809,69297,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
2,0.764,35505.253,30887,43142,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
3,2.003,62731.115,30983,98978,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
4,2.452,60319.116,30945,99324,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
5,1.768,46313.914,30874,69328,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
6,3.111,57149.142,30823,107908,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
7,2.948,50000.031,30803,81920,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
8,3.040,50990.964,30830,146531,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
9,1.142,45264.195,29895,64741,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
10,2.603,44629.034,30811,65527,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
11,2.263,50905.278,30923,78490,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
12,2.037,50472.678,30810,89123,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
13,2.091,63093.504,30980,103107,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
14,1.218,53024.948,30999,95132,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
15,1.570,50742.858,30808,76734,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
16,0.999,75768.752,30857,140941,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
17,3.229,47147.715,30899,71532,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
18,1.138,57739.594,30860,90662,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
19,2.524,61477.785,30916,105482,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
20,1.881,48598.931,30819,80527,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
21,1.415,92800.703,31131,251560,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
22,1.004,43023.176,30848,68269,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
23,2.074,54883.781,30830,86887,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
24,2.301,74594.580,30858,148088,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
25,2.330,73908.879,30808,123411,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
26,0.504,39285.642,25322,56407,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
27,0.542,46641.302,30869,92504,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
28,1.764,56257.843,30938,90534,SUM_UBC9_TET_10_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_01_R3D_D3D.tifnuclei.csv
1,1.360,36663.954,23571,53755,SUM_UBC9_UN_01_R3D_D3D.tifnuclei.csv
2,1.415,40556.478,23527,54445,SUM_UBC9_UN_01_R3D_D3D.tifnuclei.csv
3,1.281,37723.387,23575,52038,SUM_UBC9_UN_01_R3D_D3D.tifnuclei.csv
4,0.726,33491.971,23531,60516,SUM_UBC9_UN_01_R3D_D3D.tifnuclei.csv
5,2.713,44358.550,23576,85236,SUM_UBC9_UN_01_R3D_D3D.tifnuclei.csv
6,1.411,39590.786,23557,59473,SUM_UBC9_UN_01_R3D_D3D.tifnuclei.csv
7,1.625,38137.264,23566,53572,SUM_UBC9_UN_01_R3D_D3D.tifnuclei.csv
8,1.298,37069.579,23438,57755,SUM_UBC9_UN_01_R3D_D3D.tifnuclei.csv
9,1.877,39807.685,23632,58064,SUM_UBC9_UN_01_R3D_D3D.tifnuclei.csv
10,1.650,38025.140,23561,59330,SUM_UBC9_UN_01_R3D_D3D.tifnuclei.csv
11,1.608,34291.261,23544,45118,SUM_UBC9_UN_01_R3D_D3D.tifnuclei.csv
12,1.570,50142.420,23683,120801,SUM_UBC9_UN_01_R3D_D3D.tifnuclei.csv
13,1.533,35383.159,23540,52686,SUM_UBC9_UN_01_R3D_D3D.tifnuclei.csv
14,1.793,39816.782,23524,67362,SUM_UBC9_UN_01_R3D_D3D.tifnuclei.csv
15,1.982,46965.907,23536,75274,SUM_UBC9_UN_01_R3D_D3D.tifnuclei.csv
16,1.100,35890.973,23587,50761,SUM_UBC9_UN_01_R3D_D3D.tifnuclei.csv
17,1.130,44159.944,23561,73750,SUM_UBC9_UN_01_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_02_R3D_D3D.tifnuclei.csv
1,1.109,131540.227,57586,222174,SUM_UBC9_UN_02_R3D_D3D.tifnuclei.csv
2,2.398,102143.049,57473,161884,SUM_UBC9_UN_02_R3D_D3D.tifnuclei.csv
3,1.890,99203.213,55299,172257,SUM_UBC9_UN_02_R3D_D3D.tifnuclei.csv
4,1.356,81310.452,57447,115440,SUM_UBC9_UN_02_R3D_D3D.tifnuclei.csv
5,1.184,83277.383,57454,116593,SUM_UBC9_UN_02_R3D_D3D.tifnuclei.csv
6,2.037,122276.777,57463,239833,SUM_UBC9_UN_02_R3D_D3D.tifnuclei.csv
7,1.092,84017.415,57413,121100,SUM_UBC9_UN_02_R3D_D3D.tifnuclei.csv
8,0.978,89120.622,57569,129740,SUM_UBC9_UN_02_R3D_D3D.tifnuclei.csv
9,1.482,111223.283,57745,161447,SUM_UBC9_UN_02_R3D_D3D.tifnuclei.csv
10,1.037,98907.267,57614,151786,SUM_UBC9_UN_02_R3D_D3D.tifnuclei.csv
11,1.663,90328.263,57529,138819,SUM_UBC9_UN_02_R3D_D3D.tifnuclei.csv
12,2.049,118856.559,57452,231961,SUM_UBC9_UN_02_R3D_D3D.tifnuclei.csv
13,1.188,97825.633,57612,149413,SUM_UBC9_UN_02_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_03_R3D_D3D.tifnuclei.csv
1,1.684,36816.526,22850,53984,SUM_UBC9_UN_03_R3D_D3D.tifnuclei.csv
2,1.507,40624.081,22872,68793,SUM_UBC9_UN_03_R3D_D3D.tifnuclei.csv
3,3.351,39050.588,22828,67047,SUM_UBC9_UN_03_R3D_D3D.tifnuclei.csv
4,1.591,49810.673,22873,82583,SUM_UBC9_UN_03_R3D_D3D.tifnuclei.csv
5,1.486,39728.240,22883,62408,SUM_UBC9_UN_03_R3D_D3D.tifnuclei.csv
6,1.386,30818.021,22840,44399,SUM_UBC9_UN_03_R3D_D3D.tifnuclei.csv
7,1.222,39689.076,22843,62537,SUM_UBC9_UN_03_R3D_D3D.tifnuclei.csv
8,2.209,34848.114,22804,57150,SUM_UBC9_UN_03_R3D_D3D.tifnuclei.csv
9,1.654,36999.360,22823,55150,SUM_UBC9_UN_03_R3D_D3D.tifnuclei.csv
10,1.302,35247.603,22875,50441,SUM_UBC9_UN_03_R3D_D3D.tifnuclei.csv
11,1.743,39541.398,22954,59323,SUM_UBC9_UN_03_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_04_R3D_D3D.tifnuclei.csv
1,0.588,67834.679,51167,89653,SUM_UBC9_UN_04_R3D_D3D.tifnuclei.csv
2,3.657,95597.037,51017,179889,SUM_UBC9_UN_04_R3D_D3D.tifnuclei.csv
3,1.432,69087.891,51130,101133,SUM_UBC9_UN_04_R3D_D3D.tifnuclei.csv
4,2.965,94234.643,47905,150876,SUM_UBC9_UN_04_R3D_D3D.tifnuclei.csv
5,1.344,85970.881,51091,126995,SUM_UBC9_UN_04_R3D_D3D.tifnuclei.csv
6,1.188,86313.071,51061,124784,SUM_UBC9_UN_04_R3D_D3D.tifnuclei.csv
7,1.562,70673.669,51033,89178,SUM_UBC9_UN_04_R3D_D3D.tifnuclei.csv
8,2.477,88743.154,51022,136742,SUM_UBC9_UN_04_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_05_R3D_D3D.tifnuclei.csv
1,1.860,80518.930,47751,131390,SUM_UBC9_UN_05_R3D_D3D.tifnuclei.csv
2,2.041,91212.391,47784,147445,SUM_UBC9_UN_05_R3D_D3D.tifnuclei.csv
3,1.209,76027.507,47809,129499,SUM_UBC9_UN_05_R3D_D3D.tifnuclei.csv
4,1.088,69243.903,47784,94202,SUM_UBC9_UN_05_R3D_D3D.tifnuclei.csv
5,2.188,71341.449,47754,126924,SUM_UBC9_UN_05_R3D_D3D.tifnuclei.csv
6,1.407,76917.540,47832,115460,SUM_UBC9_UN_05_R3D_D3D.tifnuclei.csv
7,1.474,72470.860,47785,106460,SUM_UBC9_UN_05_R3D_D3D.tifnuclei.csv
8,2.167,95080.636,47904,146818,SUM_UBC9_UN_05_R3D_D3D.tifnuclei.csv
9,2.049,67051.682,47497,103359,SUM_UBC9_UN_05_R3D_D3D.tifnuclei.csv
10,1.667,87350.599,47785,139251,SUM_UBC9_UN_05_R3D_D3D.tifnuclei.csv
11,1.306,71839.730,47751,98836,SUM_UBC9_UN_05_R3D_D3D.tifnuclei.csv
12,1.848,78414.432,47799,125667,SUM_UBC9_UN_05_R3D_D3D.tifnuclei.csv
13,1.944,73121.456,47781,114672,SUM_UBC9_UN_05_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_06_R3D_D3D.tifnuclei.csv
1,1.050,35939.396,26890,43974,SUM_UBC9_UN_06_R3D_D3D.tifnuclei.csv
2,0.957,33902.412,27102,44956,SUM_UBC9_UN_06_R3D_D3D.tifnuclei.csv
3,1.235,37286.558,26858,55772,SUM_UBC9_UN_06_R3D_D3D.tifnuclei.csv
4,2.364,53299.623,26864,82720,SUM_UBC9_UN_06_R3D_D3D.tifnuclei.csv
5,1.457,41347.392,26890,76193,SUM_UBC9_UN_06_R3D_D3D.tifnuclei.csv
6,1.386,44714.148,26948,72847,SUM_UBC9_UN_06_R3D_D3D.tifnuclei.csv
7,1.075,44256.594,26966,62380,SUM_UBC9_UN_06_R3D_D3D.tifnuclei.csv
8,1.348,35347.813,26898,45474,SUM_UBC9_UN_06_R3D_D3D.tifnuclei.csv
9,1.528,41021.184,26863,57178,SUM_UBC9_UN_06_R3D_D3D.tifnuclei.csv
10,2.238,46515.598,26923,67044,SUM_UBC9_UN_06_R3D_D3D.tifnuclei.csv
11,2.213,39909.584,26987,57287,SUM_UBC9_UN_06_R3D_D3D.tifnuclei.csv
12,1.058,44789.750,26958,80107,SUM_UBC9_UN_06_R3D_D3D.tifnuclei.csv
13,3.258,53829.003,26891,100820,SUM_UBC9_UN_06_R3D_D3D.tifnuclei.csv
14,1.218,34927.734,26903,46946,SUM_UBC9_UN_06_R3D_D3D.tifnuclei.csv
15,1.415,40524.682,26926,60427,SUM_UBC9_UN_06_R3D_D3D.tifnuclei.csv
16,1.961,69701.923,27241,122794,SUM_UBC9_UN_06_R3D_D3D.tifnuclei.csv
17,1.239,38715.136,26858,53889,SUM_UBC9_UN_06_R3D_D3D.tifnuclei.csv
18,1.852,52860.073,26872,77739,SUM_UBC9_UN_06_R3D_D3D.tifnuclei.csv
19,1.365,36575.732,26811,51369,SUM_UBC9_UN_06_R3D_D3D.tifnuclei.csv
20,0.928,46154.846,26890,68711,SUM_UBC9_UN_06_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_07_R3D_D3D.tifnuclei.csv
1,0.970,46067.684,25381,74503,SUM_UBC9_UN_07_R3D_D3D.tifnuclei.csv
2,1.684,33548.401,25282,46825,SUM_UBC9_UN_07_R3D_D3D.tifnuclei.csv
3,2.167,44712.672,25343,67525,SUM_UBC9_UN_07_R3D_D3D.tifnuclei.csv
4,1.079,40079.996,25282,56389,SUM_UBC9_UN_07_R3D_D3D.tifnuclei.csv
5,2.692,47656.733,25282,86289,SUM_UBC9_UN_07_R3D_D3D.tifnuclei.csv
6,1.730,48316.772,25310,90763,SUM_UBC9_UN_07_R3D_D3D.tifnuclei.csv
7,1.583,52753.088,25330,93674,SUM_UBC9_UN_07_R3D_D3D.tifnuclei.csv
8,1.054,36905.287,25277,51160,SUM_UBC9_UN_07_R3D_D3D.tifnuclei.csv
9,1.088,40957.973,25300,60064,SUM_UBC9_UN_07_R3D_D3D.tifnuclei.csv
10,1.528,35107.874,25300,54308,SUM_UBC9_UN_07_R3D_D3D.tifnuclei.csv
11,2.204,50254.137,25318,79186,SUM_UBC9_UN_07_R3D_D3D.tifnuclei.csv
12,1.214,38575.654,25276,58230,SUM_UBC9_UN_07_R3D_D3D.tifnuclei.csv
13,1.839,44312.180,25279,74428,SUM_UBC9_UN_07_R3D_D3D.tifnuclei.csv
14,0.689,34400.665,25307,46693,SUM_UBC9_UN_07_R3D_D3D.tifnuclei.csv
15,1.092,40559.346,25357,58864,SUM_UBC9_UN_07_R3D_D3D.tifnuclei.csv
16,1.016,41575.442,25357,62932,SUM_UBC9_UN_07_R3D_D3D.tifnuclei.csv
17,2.629,39762.380,18500,74134,SUM_UBC9_UN_07_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_08_R3D_D3D.tifnuclei.csv
1,1.545,82423.114,47550,127739,SUM_UBC9_UN_08_R3D_D3D.tifnuclei.csv
2,1.675,93725.975,47499,148358,SUM_UBC9_UN_08_R3D_D3D.tifnuclei.csv
3,1.692,71287.499,47468,103847,SUM_UBC9_UN_08_R3D_D3D.tifnuclei.csv
4,1.465,68173.235,47726,94954,SUM_UBC9_UN_08_R3D_D3D.tifnuclei.csv
5,1.990,97220.652,47453,172731,SUM_UBC9_UN_08_R3D_D3D.tifnuclei.csv
6,1.995,83182.760,47618,132503,SUM_UBC9_UN_08_R3D_D3D.tifnuclei.csv
7,1.327,66918.003,47702,103854,SUM_UBC9_UN_08_R3D_D3D.tifnuclei.csv
8,1.377,73502.055,47427,98929,SUM_UBC9_UN_08_R3D_D3D.tifnuclei.csv
9,1.323,84315.622,47432,124897,SUM_UBC9_UN_08_R3D_D3D.tifnuclei.csv
10,1.549,70794.019,47549,105464,SUM_UBC9_UN_08_R3D_D3D.tifnuclei.csv
11,1.869,75485.238,47460,130608,SUM_UBC9_UN_08_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_09_R3D_D3D.tifnuclei.csv
1,2.163,106348.449,50054,193187,SUM_UBC9_UN_09_R3D_D3D.tifnuclei.csv
2,1.272,79490.558,50075,119307,SUM_UBC9_UN_09_R3D_D3D.tifnuclei.csv
3,1.436,70685.032,50116,121886,SUM_UBC9_UN_09_R3D_D3D.tifnuclei.csv
4,1.743,90993.135,50032,159705,SUM_UBC9_UN_09_R3D_D3D.tifnuclei.csv
5,1.701,69772.378,50025,109277,SUM_UBC9_UN_09_R3D_D3D.tifnuclei.csv
6,2.163,89343.047,50077,160299,SUM_UBC9_UN_09_R3D_D3D.tifnuclei.csv
7,1.537,76345.814,50147,110656,SUM_UBC9_UN_09_R3D_D3D.tifnuclei.csv
8,1.188,71070.890,50243,103243,SUM_UBC9_UN_09_R3D_D3D.tifnuclei.csv
9,1.054,74647.478,50048,107798,SUM_UBC9_UN_09_R3D_D3D.tifnuclei.csv
10,1.444,75452.363,50368,114774,SUM_UBC9_UN_09_R3D_D3D.tifnuclei.csv
11,1.612,100282.448,50319,151644,SUM_UBC9_UN_09_R3D_D3D.tifnuclei.csv
12,0.911,73596.396,50041,99201,SUM_UBC9_UN_09_R3D_D3D.tifnuclei.csv
13,1.247,84624.219,50021,135759,SUM_UBC9_UN_09_R3D_D3D.tifnuclei.csv
14,1.852,89919.608,50152,149761,SUM_UBC9_UN_09_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_10_R3D_D3D.tifnuclei.csv
1,1.281,71960.095,47561,104157,SUM_UBC9_UN_10_R3D_D3D.tifnuclei.csv
2,2.314,78296.042,47438,163763,SUM_UBC9_UN_10_R3D_D3D.tifnuclei.csv
3,2.486,81700.841,44217,149517,SUM_UBC9_UN_10_R3D_D3D.tifnuclei.csv
4,0.546,71201.708,47477,112925,SUM_UBC9_UN_10_R3D_D3D.tifnuclei.csv
5,1.684,90035.022,47469,209528,SUM_UBC9_UN_10_R3D_D3D.tifnuclei.csv
6,1.470,68079.966,47404,92561,SUM_UBC9_UN_10_R3D_D3D.tifnuclei.csv
7,1.495,81839.966,47419,133101,SUM_UBC9_UN_10_R3D_D3D.tifnuclei.csv
8,1.411,77667.488,47660,124643,SUM_UBC9_UN_10_R3D_D3D.tifnuclei.csv
9,1.919,87114.341,47608,147185,SUM_UBC9_UN_10_R3D_D3D.tifnuclei.csv
10,0.890,69437.877,47569,120741,SUM_UBC9_UN_10_R3D_D3D.tifnuclei.csv
11,1.373,88069.526,47664,137669,SUM_UBC9_UN_10_R3D_D3D.tifnuclei.csv
12,1.898,71614.739,47513,107984,SUM_UBC9_UN_10_R3D_D3D.tifnuclei.csv
13,2.003,65814.229,47455,100194,SUM_UBC9_UN_10_R3D_D3D.tifnuclei.csv
14,1.444,76270.985,47480,114049,SUM_UBC9_UN_10_R3D_D3D.tifnuclei.csv
15,1.919,72639.860,47490,106580,SUM_UBC9_UN_10_R3D_D3D.tifnuclei.csv
16,1.444,73029.587,47619,108534,SUM_UBC9_UN_10_R3D_D3D.tifnuclei.csv
17,1.226,117171.688,47488,226137,SUM_UBC9_UN_10_R3D_D3D.tifnuclei.csv
18,1.398,68671.066,47480,88077,SUM_UBC9_UN_10_R3D_D3D.tifnuclei.csv
19,1.457,90940.637,47426,173128,SUM_UBC9_UN_10_R3D_D3D.tifnuclei.csv
20,1.197,78206.270,47510,114395,SUM_UBC9_UN_10_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_11_R3D_D3D.tifnuclei.csv
1,1.268,81644.732,53939,119527,SUM_UBC9_UN_11_R3D_D3D.tifnuclei.csv
2,0.865,87387.709,53955,129300,SUM_UBC9_UN_11_R3D_D3D.tifnuclei.csv
3,2.121,94346.450,53827,143895,SUM_UBC9_UN_11_R3D_D3D.tifnuclei.csv
4,1.990,134511.610,53943,229112,SUM_UBC9_UN_11_R3D_D3D.tifnuclei.csv
5,2.213,84876.034,53996,121629,SUM_UBC9_UN_11_R3D_D3D.tifnuclei.csv
6,1.705,79921.126,53818,127398,SUM_UBC9_UN_11_R3D_D3D.tifnuclei.csv
7,1.310,79604.516,54343,123624,SUM_UBC9_UN_11_R3D_D3D.tifnuclei.csv
8,1.096,84080.326,53856,120110,SUM_UBC9_UN_11_R3D_D3D.tifnuclei.csv
9,1.247,74198.364,53849,93705,SUM_UBC9_UN_11_R3D_D3D.tifnuclei.csv
10,2.276,110729.627,53839,173822,SUM_UBC9_UN_11_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_12_R3D_D3D.tifnuclei.csv
1,1.264,36163.714,26735,57248,SUM_UBC9_UN_12_R3D_D3D.tifnuclei.csv
2,1.915,51168.329,26625,72154,SUM_UBC9_UN_12_R3D_D3D.tifnuclei.csv
3,1.251,43322.852,26591,70759,SUM_UBC9_UN_12_R3D_D3D.tifnuclei.csv
4,1.281,37617.407,26684,54677,SUM_UBC9_UN_12_R3D_D3D.tifnuclei.csv
5,1.339,38174.451,26630,52261,SUM_UBC9_UN_12_R3D_D3D.tifnuclei.csv
6,3.061,60236.621,26602,108023,SUM_UBC9_UN_12_R3D_D3D.tifnuclei.csv
7,1.486,38552.514,26580,51138,SUM_UBC9_UN_12_R3D_D3D.tifnuclei.csv
8,1.978,45259.930,26620,65931,SUM_UBC9_UN_12_R3D_D3D.tifnuclei.csv
9,1.407,52947.039,26582,83923,SUM_UBC9_UN_12_R3D_D3D.tifnuclei.csv
10,2.221,38644.862,26573,61537,SUM_UBC9_UN_12_R3D_D3D.tifnuclei.csv
11,1.612,46991.294,26169,105505,SUM_UBC9_UN_12_R3D_D3D.tifnuclei.csv
12,2.171,48278.826,26655,85823,SUM_UBC9_UN_12_R3D_D3D.tifnuclei.csv
13,0.647,51731.032,26789,97064,SUM_UBC9_UN_12_R3D_D3D.tifnuclei.csv
14,1.167,48866.536,26582,82409,SUM_UBC9_UN_12_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_13_R3D_D3D.tifnuclei.csv
1,1.327,79674.722,50177,111767,SUM_UBC9_UN_13_R3D_D3D.tifnuclei.csv
2,1.339,82917.085,49415,129957,SUM_UBC9_UN_13_R3D_D3D.tifnuclei.csv
3,2.452,106519.846,49436,194381,SUM_UBC9_UN_13_R3D_D3D.tifnuclei.csv
4,1.163,86015.819,49550,127174,SUM_UBC9_UN_13_R3D_D3D.tifnuclei.csv
5,1.138,85023.590,49351,139314,SUM_UBC9_UN_13_R3D_D3D.tifnuclei.csv
6,1.684,86937.369,49438,133218,SUM_UBC9_UN_13_R3D_D3D.tifnuclei.csv
7,1.256,76284.572,49418,108075,SUM_UBC9_UN_13_R3D_D3D.tifnuclei.csv
8,2.221,98212.329,49442,160924,SUM_UBC9_UN_13_R3D_D3D.tifnuclei.csv
9,1.247,80795.929,49680,125779,SUM_UBC9_UN_13_R3D_D3D.tifnuclei.csv
10,2.104,68453.106,43628,137405,SUM_UBC9_UN_13_R3D_D3D.tifnuclei.csv
11,1.298,85513.706,49370,124236,SUM_UBC9_UN_13_R3D_D3D.tifnuclei.csv
12,1.524,85789.749,49376,136011,SUM_UBC9_UN_13_R3D_D3D.tifnuclei.csv
13,1.444,88046.756,49486,137402,SUM_UBC9_UN_13_R3D_D3D.tifnuclei.csv
14,1.848,87369.075,49408,148913,SUM_UBC9_UN_13_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_14_R3D_D3D.tifnuclei.csv
1,1.394,38774.310,27652,59335,SUM_UBC9_UN_14_R3D_D3D.tifnuclei.csv
2,1.159,34762.420,27675,49701,SUM_UBC9_UN_14_R3D_D3D.tifnuclei.csv
3,0.550,39175.496,27690,62932,SUM_UBC9_UN_14_R3D_D3D.tifnuclei.csv
4,1.797,61202.682,27678,105019,SUM_UBC9_UN_14_R3D_D3D.tifnuclei.csv
5,2.179,48699.547,27653,70819,SUM_UBC9_UN_14_R3D_D3D.tifnuclei.csv
6,2.242,56964.803,27746,92650,SUM_UBC9_UN_14_R3D_D3D.tifnuclei.csv
7,1.167,37446.482,27850,53755,SUM_UBC9_UN_14_R3D_D3D.tifnuclei.csv
8,1.801,52288.648,27668,78999,SUM_UBC9_UN_14_R3D_D3D.tifnuclei.csv
9,2.620,56408.554,27687,97438,SUM_UBC9_UN_14_R3D_D3D.tifnuclei.csv
10,1.995,49256.160,27670,73159,SUM_UBC9_UN_14_R3D_D3D.tifnuclei.csv
11,1.134,41526.163,27685,62506,SUM_UBC9_UN_14_R3D_D3D.tifnuclei.csv
12,1.407,39282.540,27728,52379,SUM_UBC9_UN_14_R3D_D3D.tifnuclei.csv
13,1.289,37479.091,27664,69690,SUM_UBC9_UN_14_R3D_D3D.tifnuclei.csv
